@relation firstset
@attribute KDA_z[0] real
@attribute KDA_z[1] real
@attribute KDA_z[2] real
@attribute KDA_y[0] real
@attribute KDA_y[1] real
@attribute KDA_y[2] real
@attribute KDA_x[0] real
@attribute KDA_x[1] real
@attribute max_z_sample real
@attribute max_y_sample real
@attribute max_x_sample real
@attribute min_z_sample real
@attribute min_y_sample real
@attribute min_x_sample real
@attribute sum_z_sample real
@attribute sum_y_sample real
@attribute sum_x_sample real
@attribute abssum_z_sample real
@attribute abssum_y_sample real
@attribute abssum_x_sample real
@attribute std_z_sample real
@attribute std_y_sample real
@attribute std_x_sample real
@attribute var_z_sample real
@attribute var_y_sample real
@attribute var_x_sample real
@attribute euc_z_sample real
@attribute euc_y_sample real
@attribute euc_x_sample real
@attribute zcr_z_sample real
@attribute zcr_y_sample real
@attribute zcr_x_sample real
@attribute mean_z_sample real
@attribute mean_y_sample real
@attribute mean_x_sample real
@attribute absmean_z_sample real
@attribute absmean_y_sample real
@attribute absmean_x_sample real
@attribute mag_mean_sample real
@attribute mag_var_sample real
@attribute KDA_x[2] real
@attribute label {1,2,3,4}

@data
1, 9.395955532217629, -82.17445655074305, -53.219051359023325, -191.22291553035552, -233.20681986364022, -234.32535378693632, -138.57101475133362, 102.96073915182565, 2.5483254785129983, 1.4957611695594188, 1.6316659329454426, -2.1834990161767167, -2.5793801811888306, -1.7524140533785346, 10.553313504068095, -10.492007964712235, 8.26728259171712, 47.38941259903989, 32.416445307622126, 27.19218046194978, 1.1191495145551476, 0.8739556069069075, 0.7284125485420162, 1.2524956359290225, 0.7637984028440211, 0.5305848408734751, 7.977793730841354, 6.298626666575785, 5.233881309214935, 0.4583333333333333, 0.375, 0.375, 0.21537374498098147, -0.21412261152473952, 0.1687200528921862, 0.9671308693681613, 0.6615601083188192, 0.5549424584071385, 1.5006886359964104, 0.41551329647900115, 4
1, -46.48112996491011, 30.428729281925047, 235.6027862468883, -116.15962521861866, 59.33971283057848, 30.49058437910054, 108.44948890985239, 148.84334873468399, 1.6018407713809857, 1.173575475716766, 1.8437618407967524, -1.8194255483512651, -1.8152788981698316, -2.013214308425538, 7.425123764660421, -2.132563071322067, 7.989074853014011, 34.548655141272256, 29.361839472825515, 36.00647383761727, 0.8506997228607828, 0.7315762633427059, 0.9062351694074776, 0.7236900184754126, 0.5352038290864761, 0.8212621822709997, 5.990468584704433, 5.077847000018002, 6.3835945088423145, 0.2765957446808511, 0.3829787234042553, 0.40425531914893614, 0.15469007843042545, -0.04442839731920974, 0.1664390594377919, 0.7197636487765054, 0.611704989017198, 0.7501348716170263, 1.3754966605323908, 0.2417698300568306, 4
1, 375.04330894419377, -106.4106212046913, 45.98627270865563, 249.10627265097426, -298.665874393829, 178.48568103043442, -83.68507087824968, 368.65877830153016, 2.2242751584437674, 1.4613551107471596, 1.7687407920372338, -2.1491969001980804, -2.1299017628649937, -2.0813601368851704, 2.283075152199248, -7.431940793772718, 9.358477393075203, 37.43603682853541, 32.719027876932934, 34.01831924448778, 0.9784086152324609, 0.8653516294677213, 0.8676291889627358, 0.9572834183611018, 0.7488334426224403, 0.7527804095401347, 6.786618923868018, 6.090542524692562, 6.161011758593257, 0.425531914893617, 0.3191489361702128, 0.3829787234042553, 0.04756406567081767, -0.1548320998702649, 0.19496827902240002, 0.7799174339278209, 0.6816464141027695, 0.708714984260162, 1.4409508643671494, 0.44680582632157173, 4
1, 448.6252411191462, 163.3463654480598, -225.5243248583402, -287.7874921160204, -36.62116965424355, -187.15149493040025, 402.13207131659635, 475.46812813082056, 1.7410104900835985, 1.5559365955666904, 2.771394194917404, -1.377996607944955, -3.0290173875588575, -3.1958010243207156, 3.298101256867872, -7.823216858257541, 3.8654699047194563, 33.920638377500445, 32.28347772363282, 42.94451225854807, 0.8086385037868825, 0.9035890467064667, 1.1680743586814972, 0.653896229806688, 0.8164731653279012, 1.364397707409191, 5.622600201743783, 6.361270992836928, 8.111866533376515, 0.3191489361702128, 0.5106382978723404, 0.3617021276595745, 0.06871044285141396, -0.16298368454703213, 0.08053062301498873, 0.7066799661979258, 0.6725724525756838, 0.8946773387197519, 1.522537370379289, 0.5544170459708462, 4
1, -62.84150590180238, -15.141738153924322, -94.1019246229209, -173.5195240855769, -168.39771403989747, 203.06212584843112, 82.23347839632834, -58.82303689167294, 2.206817830961355, 1.3585220765599204, 2.0778320500466645, -2.336185987751959, -2.7061559579821814, -2.075649813621832, -2.650584283914434, -3.162962694864812, 4.434850697847443, 37.782476339997196, 37.51679077129358, 40.71927415219008, 1.0041142240799825, 0.978588624842747, 1.0206207665743354, 1.0082453749997453, 0.9576356966716186, 1.041666749162784, 6.96721928785908, 6.795214275105244, 7.099982527536089, 0.2978723404255319, 0.5319148936170213, 0.40425531914893614, -0.05522050591488406, -0.0658950561430169, 0.0923927228718217, 0.7871349237499414, 0.7815998077352831, 0.84831821150396, 1.594181888931596, 0.48205980377389324, 4
1, -274.86936126333194, 113.00069669413249, 162.19917983886225, -149.91943161076037, 222.1043591081619, -52.564464400689936, -128.17218970921607, -417.9791255856529, 1.6464397126823898, 2.887922871793298, 2.980633599824402, -2.140671633509851, -4.946484952922649, -2.353507650747833, 2.9615768975603345, -4.030010380606938, 0.3695007050990723, 37.15658095742862, 52.82168393422377, 40.26484222242728, 0.9368986233373945, 1.5559065423632463, 1.0536867476407508, 0.877779030411505, 2.4208451685687526, 1.1102557621537432, 6.505084267626539, 10.79531944491281, 7.300350743248135, 0.44680851063829785, 0.574468085106383, 0.5319148936170213, 0.061699518699173596, -0.08395854959597791, 0.007697931356230703, 0.7740954366130962, 1.1004517486296626, 0.8388508796339019, 1.7981862773108883, 1.1863212000299452, 4
1, 404.14201294675945, 45.08130518707288, 145.1974571179529, -101.73306099536843, -265.8919810231015, -202.2071186339494, -68.47356011732094, 388.24912397529533, 2.0431574485605766, 2.195034628334767, 2.636326316089908, -2.759293355485025, -3.2212334981187523, -1.7399706186576336, 2.0509508866873394, -6.478995227339364, 6.573077783452845, 41.71993218862288, 45.90350026099885, 34.77856156182432, 1.0818391294890082, 1.2286195448204513, 0.9210636197741212, 1.170375902093535, 1.509505985914813, 0.8483581916714069, 7.501045035475484, 8.563341407203458, 6.451457563279536, 0.5319148936170213, 0.2978723404255319, 0.2978723404255319, 0.04272814347265289, -0.13497906723623673, 0.13693912048860093, 0.8691652539296432, 0.9563229221041428, 0.7245533658713401, 1.7298444730845948, 0.5746755441752103, 4
1, 416.37624512148477, 93.25084635720225, -104.95404429276294, 263.70473130137884, 173.45551998159328, 213.84171263022594, 244.51431416643464, 488.6089858981317, 1.4102628865119664, 2.0028435354675107, 2.4677923538367197, -3.4542299348726058, -2.373233490075775, -1.408526426125238, -9.855190921775877, -8.713941609358905, 12.989498019932814, 34.24254076953571, 38.11874517164493, 36.5504705863814, 0.9078190848258025, 0.9632138412369884, 0.8966024158560263, 0.8241354907739576, 0.9277809039505143, 0.8038958921188627, 6.448405744264514, 6.7908332531700735, 6.488616946641535, 0.5319148936170213, 0.3617021276595745, 0.2978723404255319, -0.20531647753699733, -0.1815404501949772, 0.27061454208193364, 0.7133862660319941, 0.7941405244092697, 0.7614681372162789, 1.503051866173647, 0.4449913958266611, 4
1, 335.50457419972133, 203.4623898606721, 44.787078498944055, 158.1506888187994, 184.0065918357689, 118.4204650350549, 252.065469250648, 424.7211343003027, 1.4951761291014416, 1.552321676959867, 3.9797897647071254, -1.8904345563459097, -2.297628791184742, -3.470816468318865, -7.554550842880598, -6.485685562035756, 4.596694641163619, 31.175320986856338, 28.539201911665206, 37.15333798432009, 0.7635882969179789, 0.8009387738625574, 1.0718056348811031, 0.5830670871900995, 0.6415029194764569, 1.1487673189628846, 5.401500191543351, 5.627475091910218, 7.455268696972224, 0.3829787234042553, 0.425531914893617, 0.425531914893617, -0.15738647589334584, -0.13511844920907823, 0.09576447169090874, 0.6494858538928402, 0.5945667064930252, 0.7740278746733352, 1.3690946878134325, 0.5511153935795128, 4
1, 150.95736004435776, 273.9074766210024, -54.96094843394396, -54.34997852948775, 140.83315261847412, 246.33124976406995, 125.49614637923042, 6.286773415161202, 1.638625573161689, 1.0802423686544396, 2.045693930825955, -1.9020341422519684, -1.7756119572035198, -2.1081817240945084, 1.289814045985737, -5.562737501204413, 2.1594183017909976, 34.70395810827082, 28.819160506133112, 36.11179841726147, 0.8926677488396313, 0.7264911399422038, 0.9212190154334898, 0.796855709818415, 0.5277893764145227, 0.8486444743962483, 6.1873849748481025, 5.0969164938355265, 6.389998624822273, 0.3829787234042553, 0.3191489361702128, 0.46808510638297873, 0.02687112595803619, -0.11589036460842528, 0.044987881287312424, 0.7229991272556422, 0.6003991772111065, 0.7523291336929475, 1.3892950750583986, 0.25932529852971214, 4
