@relation firstset
@attribute KDA_z[0] real
@attribute KDA_z[1] real
@attribute KDA_z[2] real
@attribute KDA_y[0] real
@attribute KDA_y[1] real
@attribute KDA_y[2] real
@attribute KDA_x[0] real
@attribute KDA_x[1] real
@attribute max_z_sample real
@attribute max_y_sample real
@attribute max_x_sample real
@attribute min_z_sample real
@attribute min_y_sample real
@attribute min_x_sample real
@attribute sum_z_sample real
@attribute sum_y_sample real
@attribute sum_x_sample real
@attribute abssum_z_sample real
@attribute abssum_y_sample real
@attribute abssum_x_sample real
@attribute std_z_sample real
@attribute std_y_sample real
@attribute std_x_sample real
@attribute var_z_sample real
@attribute var_y_sample real
@attribute var_x_sample real
@attribute euc_z_sample real
@attribute euc_y_sample real
@attribute euc_x_sample real
@attribute zcr_z_sample real
@attribute zcr_y_sample real
@attribute zcr_x_sample real
@attribute mean_z_sample real
@attribute mean_y_sample real
@attribute mean_x_sample real
@attribute absmean_z_sample real
@attribute absmean_y_sample real
@attribute absmean_x_sample real
@attribute mag_mean_sample real
@attribute mag_var_sample real
@attribute KDA_x[2] real
@attribute label {1,2,3,4}

@data
1, 294.6893740648304, 161.72792551730336, -159.127208412545, 232.5114613088465, -137.62856478281282, -380.5336301690648, -744.9807512681316, 26.6515456639561, 4.751248338090878e-256, 1.103032766017322e-255, 7.004316116291236e-256, -5.721552732465535e-256, -8.523968236224233e-256, -7.345577514698073e-256, -3.0689299237978194e-256, 6.107517476766578e-256, 4.619262728454926e-256, 4.0575172552269577e-255, 7.899219805346142e-255, 8.425957731328018e-255, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8936170212765957, 0.8936170212765957, 0.8936170212765957, -6.393604007912125e-258, 1.2723994743263706e-257, 9.623464017614424e-258, 8.453160948389492e-257, 1.6456707927804466e-256, 1.7554078606933367e-256, 0.0, 0.0, 2
1, -363.53914042878387, 149.05065509217286, 274.2758195711474, -150.5855120819909, 58.18182625741034, 482.08177831699277, 230.48229034374907, -376.6142489045367, 4.0134565345438125e-258, 8.820500118696595e-258, 1.2537793994216214e-257, -4.193989310776844e-258, -9.04110024624667e-258, -1.3235799405185413e-257, 7.238095519902033e-259, -2.6578763100345695e-258, -6.634617599602611e-258, 4.213033680024925e-257, 8.828313802350725e-257, 1.0319263584130917e-256, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9148936170212766, 0.9148936170212766, 0.9148936170212766, 1.507936566646256e-260, -5.537242312572023e-260, -1.38221199991721e-259, 8.777153500051926e-259, 1.839232042156401e-258, 2.1498465800272725e-258, 0.0, 0.0, 2
1, -87.82090261072265, 95.94562744377306, -148.75854942644523, -128.4848458981526, 28.349620236499916, 9.98022316560622, -56.53088729974881, -876.5840634075166, 4.7139990049532756e-260, 5.8578893786308514e-260, 8.693640440543281e-260, -3.155878752011937e-260, -7.939321764104279e-260, -8.560747340459646e-260, 2.7565061640902503e-260, -4.881539997544675e-260, -1.3968729141824809e-260, 3.755102006960356e-259, 7.429138169579322e-259, 8.917885487117112e-259, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8936170212765957, 0.8936170212765957, 0.8936170212765957, 5.742721175188022e-262, -1.0169874994884745e-261, -2.9101519045468384e-262, 7.823129181167409e-261, 1.547737118662359e-260, 1.8578928098160646e-260, 0.0, 0.0, 2
1, -80.21357189410666, -128.3175400071087, -99.43593889460506, 100.5247387110037, 22.124709901355253, -242.61646086854256, -197.36962004147205, 123.34753388367398, 4.978029442514935e-262, 1.0607500716510565e-261, 1.3699219756281011e-261, -4.8625263710352425e-262, -1.0700129374587604e-261, -1.1106107321686893e-261, -2.1029419092312178e-262, 5.121193705434219e-262, 7.42910761684991e-262, 4.510396424152656e-261, 9.091828131092943e-261, 9.71438666406496e-261, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9148936170212766, 0.9148936170212766, 0.8936170212765957, -4.381128977565037e-264, 1.0669153552987961e-263, 1.5477307535103986e-263, 9.3966592169847e-263, 1.894130860644364e-262, 2.0238305550135326e-262, 0.0, 0.0, 2
1, -615.2149901400448, -106.13950862497084, 319.0010264792583, 96.30713476813231, -8.26261479603246, 180.74982000603546, 95.45284799636082, -485.65363576234347, 3.279816523969004e-264, 7.12729597262492e-264, 1.0353814235685579e-263, -3.223479830077785e-264, -6.791821529201482e-264, -1.016296526035419e-263, -1.7548346019021902e-264, 2.4142837799733705e-264, -2.2689867249571033e-264, 3.6642663042082645e-263, 7.508115575915268e-263, 1.0338880700221971e-262, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8936170212765957, 0.8936170212765957, 0.9148936170212766, -3.655905420629564e-266, 5.0297578749445204e-266, -4.727055676993971e-266, 7.63388813376722e-265, 1.5641907449823476e-264, 2.1539334792129116e-264, 0.0, 0.0, 2
1, -277.38974548787155, 3.8358707222375017, 277.1417254340506, 0.8577586968196811, 124.9098380816245, 559.1123090704898, -35.153308981021475, 157.5835015367989, 5.896372607215131e-266, 1.0505058697165587e-265, 6.892089802052871e-266, -5.4179367925244945e-266, -1.2156888548263659e-265, -1.079920780354079e-265, 3.005968013922063e-266, -6.397553152680491e-266, -6.416300573100277e-266, 4.4316185472630943e-265, 8.71929396996152e-265, 9.011354166797219e-265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9148936170212766, 0.9148936170212766, 0.8936170212765957, 6.262433362337629e-268, -1.3328235734751014e-267, -1.3367292860625576e-267, 9.232538640131446e-267, 1.8165195770753175e-266, 1.8773654514160882e-266, 0.0, 0.0, 2
1, 372.43752271429656, -95.65790843945601, -50.7274698965836, -102.46546605047207, 226.36916961542042, -25.43699199111224, 94.97782521489529, 848.9756875994547, 3.745244595745436e-268, 8.302789046329872e-268, 1.1831885611848446e-267, -3.9255640637519406e-268, -8.437326351503151e-268, -1.2387330271828604e-267, 2.8969961834001852e-269, 7.24081979769742e-269, 5.488094648468034e-268, 3.987531577771618e-267, 8.614020868962103e-267, 1.0939946459016104e-266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9148936170212766, 0.9148936170212766, 0.9148936170212766, 6.035408715417035e-271, 1.5085041245202965e-270, 1.143353051764174e-269, 8.307357453690874e-269, 1.7945876810337713e-268, 2.2791555122950213e-268, 0.0, 0.0, 2
1, -501.77582938086783, -453.725368563173, 225.25093637699837, 75.74449416000418, -144.13081760493577, 440.83719097530377, -217.04653242370176, 317.7434508177769, 4.535521161423807e-270, 1.0756503962732546e-269, 8.105585593181896e-270, -5.800234417520998e-270, -7.713865510408943e-270, -8.051947830362485e-270, -3.195602243284872e-270, 6.1357682597595715e-270, 3.790357319196354e-270, 4.143514292233473e-269, 8.093836049013443e-269, 8.889609946850908e-269, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8936170212765957, 0.8936170212765957, 0.8936170212765957, -6.657504673510147e-272, 1.2782850541165772e-271, 7.896577748325732e-272, 8.63232144215307e-271, 1.6862158435444677e-270, 1.8520020722606066e-270, 0.0, 0.0, 2
1, 468.41536485337343, 1165.006339109737, -100.37951051756404, -192.0497627323448, 344.74877282959847, -176.86464456098196, 1398.3256481399815, -252.05223439935054, 4.645028587473645e-272, 9.865920112606451e-272, 1.2997763084554146e-271, -4.576648444841821e-272, -1.0043996817938832e-271, -1.445297306887444e-271, 1.2919022566392908e-272, -3.780392265426988e-272, -7.453014747984441e-272, 4.5777185766612313e-271, 9.430380499532675e-271, 1.066028190385056e-270, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9148936170212766, 0.9148936170212766, 0.9148936170212766, 2.6914630346651897e-274, -7.87581721963955e-274, -1.5527114058300916e-273, 9.536913701377565e-273, 1.9646626040693074e-272, 2.2208920633021997e-272, 0.0, 0.0, 2
1, -427.7046959860194, -26.24731090557401, 739.3030057263342, -282.4512237898052, 136.1697300693711, 1670.027390362371, 260.6700022552139, -728.8557392124378, 4.271035826827003e-274, 6.666591243301245e-274, 9.711022770247923e-274, -2.9954603564492375e-274, -6.6609489250607e-274, -9.442817097933515e-274, 2.603158573321251e-274, -4.353101764572583e-274, -1.491419228092307e-275, 3.877120838697561e-273, 7.702891053591978e-273, 9.886348933859745e-273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8936170212765957, 0.8936170212765957, 0.9148936170212766, 5.423247027752603e-276, -9.068962009526214e-276, -3.107123391858913e-277, 8.077335080619915e-275, 1.6047689694983287e-274, 2.0596560278874465e-274, 0.0, 0.0, 2
