time,seconds_elapsed,z,y,x
1702757431559241000,0.049240966796875,-0.03889999911189079,0.18549999594688416,-0.048899997025728226
1702757431619241000,0.109240966796875,-0.19869999587535858,-0.19110000133514404,-0.35429999232292175
1702757431679241000,0.169240966796875,0.16830000281333923,-0.3231000006198883,-0.2709999978542328
1702757431739241000,0.229240966796875,-0.3969999849796295,0.012399999424815178,-0.550599992275238
1702757431799241000,0.289240966796875,-0.4624999761581421,-0.15189999341964722,-1.3973000049591064
1702757431859241000,0.349240966796875,-0.494299978017807,-0.34439998865127563,-1.6450999975204468
1702757431919241000,0.409240966796875,-0.5539000034332275,0.14019998908042908,-0.76419997215271
1702757431979241000,0.469240966796875,0.20269998908042908,0.05469999834895134,-0.19990000128746033
1702757432039241000,0.529240966796875,0.0771000012755394,-0.025100000202655792,0.06030000001192093
1702757432099241000,0.589240966796875,0.015699999406933784,-0.2994000017642975,-0.18359999358654022
1702757432159241000,0.649240966796875,-0.1907999962568283,0.09369999915361404,0.035999998450279236
1702757432219241000,0.709240966796875,-0.34950000047683716,0.26319998502731323,-0.37880000472068787
1702757432279241000,0.769240966796875,-0.4755999743938446,0.38509997725486755,-0.8375999927520752
1702757432339241000,0.829240966796875,-0.6089000105857849,0.23249998688697815,0.1348000019788742
1702757432399241000,0.889240966796875,0.2321999967098236,-0.06830000132322311,1.0600999593734741
1702757432459241000,0.949240966796875,0.5205999612808228,0.3982999920845032,1.0529999732971191
1702757432519241000,1.009240966796875,0.03869999945163727,0.17569999396800995,0.8949999809265137
1702757432579281700,1.06928173828125,-0.20149999856948853,-0.501800000667572,0.8324999809265137
1702757432639241000,1.129240966796875,0.18689998984336853,-0.1136000007390976,0.046699997037649155
1702757432699241000,1.189240966796875,-0.002899999963119626,0.17399999499320984,0.07819999754428864
1702757432759241000,1.249240966796875,0.1119999960064888,0.19439999759197235,-0.08839999884366989
1702757432819241000,1.309240966796875,0.012999999336898327,-0.09679999947547913,-0.5717999935150146
1702757432879241000,1.369240966796875,-0.4088999927043915,-0.15709999203681946,-0.22499999403953552
1702757432939241000,1.429240966796875,-0.04399999976158142,0.06309999525547028,0.121799997985363
1702757432999241000,1.489240966796875,-0.7936999797821045,0.22429999709129333,-0.5009999871253967
1702757433059241000,1.549240966796875,0.3060999810695648,-0.5275999903678894,-0.9196999669075012
1702757433119241000,1.609240966796875,0.24079999327659607,-0.6491000056266785,-0.3554999828338623
1702757433179241000,1.669240966796875,-0.12060000002384186,-0.4152999818325043,-1.0130000114440918
1702757433239241000,1.729240966796875,-0.2206999957561493,0.08389999717473984,-0.3942999839782715
1702757433299241000,1.789240966796875,-1.670199990272522,0.5895999670028687,-0.1517999917268753
1702757433359269000,1.84926904296875,-0.8600999712944031,0.6545999646186829,-0.00029999998514540493
1702757433419241000,1.909240966796875,0.19919998943805695,0.08709999918937683,2.2395999431610107
1702757433479241000,1.969240966796875,0.7694000005722046,-0.12359999865293503,2.180299997329712
1702757433539241000,2.029240966796875,0.25509998202323914,-0.27879998087882996,0.5044999718666077
1702757433599241000,2.089240966796875,0.14309999346733093,0.16019999980926514,-0.1298999935388565
1702757433659241000,2.149240966796875,-0.5572999715805054,-0.008999999612569809,-0.7253999710083008
1702757433719241000,2.209240966796875,-0.2313999980688095,-0.28189998865127563,-0.911899983882904
1702757433779241000,2.269240966796875,0.3862999975681305,0.16169999539852142,0.29440000653266907
1702757433839241000,2.329240966796875,0.2773999869823456,0.08240000158548355,0.2655999958515167
1702757433899241000,2.389240966796875,-0.5408999919891357,0.09429999440908432,-0.7920999526977539
1702757433959241000,2.449240966796875,-0.10439999401569366,-0.14949999749660492,-0.7910999655723572
1702757434019241000,2.509240966796875,-0.2523999810218811,-0.2529999911785126,-0.3125999867916107
1702757434079241000,2.569240966796875,0.13580000400543213,-0.3828999996185303,-0.40709999203681946
1702757434139241000,2.629240966796875,0.03989999741315842,0.1297999918460846,-0.19089999794960022
1702757434199241000,2.689240966796875,0.258899986743927,0.19589999318122864,-0.3334999978542328
1702757434259241000,2.749240966796875,-1.011699914932251,0.5496999621391296,-0.12299999594688416
1702757434319241000,2.809240966796875,-1.0099999904632568,0.6001999974250793,0.10509999841451645
1702757434379241000,2.869240966796875,0.5625999569892883,0.1979999989271164,1.049899935722351
1702757434439241000,2.929240966796875,0.505299985408783,0.18289999663829803,1.5132999420166016
