@relation trainset
@attribute Z1 real
@attribute Y1 real
@attribute X1 real
@attribute Z2 real
@attribute Y2 real
@attribute X2 real
@data
0.45400848, -1.40440937, -0.65544359, -0.24400446, -0.88579716, -0.46517655
0.20702487, -0.42972449, -0.26280794, 0.98267405, 1.95847547, -0.59884068
-1.20856892, -0.91642876, -1.7726675, 0.87084771, 0.6438027, -0.29343596
1.02662949, 0.39616505, 0.32079372, -1.03763974, 0.26005337, 1.41092558
0.19503934, 0.09812587, -0.99737319, -0.36082587, -0.38963514, -0.11403176
1.52471698, 0.48362255, 0.86639937, 1.3513562, 0.51164637, -0.22191719
0.59003645, -0.67327399, 1.05110818, 0.20932271, -0.14857197, 2.86852845
-1.19405752, 1.79288468, 0.09856369, -0.44540175, -0.98050837, -1.3663396
0.08885384, -1.62960226, 0.50908552, 1.13764104, -1.02559206, -1.16745521
-0.5589922, 0.50904262, 0.20253235, 0.59002536, -0.90993516, 0.00806687
0.72695572, -1.11687923, 0.71323842, 1.41217997, -0.99549027, 0.3405935
0.90127781, -0.7739495, -1.13853887, 0.88560671, -1.17147875, 1.08654436
-0.88795554, -0.04961882, 0.96438805, 0.2785894, 0.61203037, -0.57401038
0.96580883, -0.36791513, 1.19526519, -0.42050059, -1.08081223, 0.15416185
-0.23129708, -0.23044438, 0.30339928, 0.18345784, 1.17554032, -0.94203027
-0.58300591, 2.15763458, 0.12611951, 1.23100299, -1.14736321, 1.56344699
-0.44230107, 0.92393205, 0.2139213, 0.50333617, 0.44744482, -1.04078265
0.14987695, -1.74451337, -0.45687589, 1.80146978, -1.24358402, -0.30262399
-0.20886586, -1.17139754, 0.73820856, 2.37647475, -0.38052231, 2.41413368
-0.27802675, -0.43805958, 0.29713604, -1.89010531, -0.88767171, 2.35396201
2.4975716, 0.03715305, -1.1104047, -0.59291757, -0.53299255, -1.69917775
-0.364283, 1.65968709, -0.82739893, 0.22885033, 1.55278509, 0.40028544
1.69539093, 0.39289268, 1.33861701, -1.31575192, 1.08329164, -0.95113273
0.6320532, 0.95150791, 1.40563274, 0.06038246, -0.61611085, -2.16609987
-0.47720719, 0.76206932, -1.39311202, 1.06824454, -0.13473248, 0.26774943
-0.65578713, -0.66414524, 0.07211622, 0.15899387, -0.64691185, -1.27594264
-0.67737528, 2.14467266, 0.0044356, 0.36672022, 0.60839795, 0.77577191
0.64236831, 0.14305733, -0.87669046, -0.5763718, 0.94378174, -0.03582156
-1.10256556, 0.95289374, 0.46772501, -1.78005162, -1.08447093, 1.79532949
-0.50586828, -1.99874638, -1.80200633, -0.24961071, 1.33511371, 1.29511276
-2.50517796, -0.69289801, -0.09057319, -0.81851925, 1.53265114, -0.27213247
-0.72860397, 0.94324614, 1.71717823, 0.51028262, -0.6607117, -0.30751224
-0.05569422, 0.51625892, 1.55306102, 2.03397823, -0.68011955, -0.88919773
-0.39170769, -1.28515402, 0.73806646, 0.76048801, 1.4179936, 1.05018707
0.52494616, 0.76002116, 1.24179889, 0.60849998, 0.12849872, 0.80148851
-0.63599855, -1.10112289, -1.32271442, -1.67441413, -0.70803699, 0.22489436
-0.89961175, -0.11971506, -0.02520874, 1.5939833, 0.23914914, -0.35032087
1.17367434, 1.65353048, -1.0937452, -1.25888399, -0.41818632, -0.39460367
0.70784558, -0.27736237, 0.60063938, -0.44671376, -0.760489, -0.83120725
-0.59237374, -0.60105515, -1.70132587, -0.22749945, -0.27688558, -0.2361114
2.36953708, 0.829409, 1.18330792, 2.42148102, -0.1019168, 1.10498733
0.86845272, -0.33584642, -1.53578643, -0.48977952, -0.79694584, 1.08183836
1.00241038, 0.92481396, 0.88363291, 0.39993807, 0.68794174, -0.63877537
0.98790942, -0.16911961, -0.24161667, -1.49117099, -0.04901671, -0.6031322
-0.78759983, -0.91979125, 0.16246477, 1.73768215, -0.42573363, -1.10047096
-1.29544108, 0.62213442, 0.95388687, -1.24159378, 0.32820408, -0.60244907
0.00249729, 0.20191066, 0.63614161, 0.29919827, 1.35489555, -1.77865475
1.18140131, -0.73682497, 1.01307477, 2.68898168, -0.00477863, 0.03895343
0.21559029, 0.68929432, -0.6303695, -1.23663006, -1.47317444, 0.76241267
-0.25721599, 0.37380949, 1.4468907, 1.48933394, -1.29241944, 2.31346743
0.45287828, -0.64537177, -0.48509778, 0.76255277, -0.07022932, 0.521687
1.19577974, 0.07976619, 1.35796713, -0.01081026, 0.98682519, 0.88261529
0.41487056, -1.42715167, -0.70047162, 1.05393912, -0.9977025, 1.57599665
2.0857261, -0.01017612, 0.19905731, 0.69275635, 1.61050542, 0.19556629
1.87421211, -0.0582283, 0.22953565, 0.02679579, 0.41144584, -0.74777576
-0.92151872, -0.84509762, 0.41039332, -0.93265389, 0.85982691, -1.9820444
-2.27937423, -0.88004989, 0.78160565, 0.24501264, -0.14074808, 0.09533401
0.58584251, -1.97656621, -1.84220146, -0.60429424, 1.52344235, 0.355468
-2.60206095, 1.00563085, -1.05675627, -0.8020722, 1.49010942, -0.2194484
0.13914174, -0.76508289, -0.62423503, -0.40893396, 0.46251811, -1.6910171
-0.0935942, 0.2927343, -0.0097923, -1.43591391, -0.24663725, 0.07531057
0.44776031, -1.6653284, 0.05979026, 0.24974008, -1.03596099, -0.19712616
0.60438445, -0.87942046, 0.20110206, 1.2365403, 0.01533699, 0.0097771
-0.03735984, 0.15641201, -1.17959227, -2.40771752, -1.29585579, -0.49565493
0.21039781, 0.08579563, 0.26759377, 2.00335805, -0.80934584, 1.12546849
0.97678117, 0.53139998, -1.1950819, -1.66092987, -0.54893186, 0.43838017
0.56911931, -0.57931824, -0.97610979, -0.62645602, -0.53121264, -0.52873764
-0.49537145, 0.59842813, 1.60429424, 0.06165992, 1.47559122, -0.71902532
-1.31797811, -0.24949212, -1.99504336, 0.26131828, 0.03543951, 0.23652431
0.82363946, -0.22098983, 1.36968164, 0.36639878, -1.28234983, -0.96574877
-2.16234599, -1.28700805, -0.10523461, -0.91800258, -0.18763205, -0.79640212
0.98546244, -0.1718791, 1.51887503, -0.35853007, -0.85979159, -0.27645349
-1.16913935, -0.81071627, -0.74178503, -0.11322167, 1.40292865, 0.43089775
-0.82337945, 0.53631101, 0.21644161, 1.22349552, -0.12519836, -0.07226194
-1.85943078, 1.11033355, -0.02741882, 0.05673354, 1.46657845, 0.83889372
0.18272942, -0.0335266, -0.68600258, -0.73672231, 0.74267028, -0.60062554
0.17300137, -0.63703691, -1.4604282, 0.74214962, -1.76337568, 0.23962439
1.44162656, 0.52838019, 1.20586675, -0.39931255, -1.08785463, 0.90595373
0.39235121, -0.80638984, 0.68646638, -0.57227662, -0.40075872, 1.40517994
-0.2486702, 0.30587677, -1.23247588, -0.56676093, 1.73192544, -1.02020127
-0.16127973, 0.50247415, -0.19060915, -0.38372669, -1.15466319, -0.3780395
0.61222796, -0.02618432, 0.88303625, -0.08634017, 1.06031495, -1.06838321
-1.81779274, 1.93999609, 0.56452816, -1.29741367, -0.72983403, -0.08442359
-0.89871957, 0.86719462, -0.45181334, 0.85525366, 0.116387, 0.70513331
0.11726896, -1.09210889, -0.08353207, 0.56405465, 1.49947862, -0.1915204
-0.07831724, -0.53600805, -2.13949721, -0.65783125, -0.39604968, -0.72627441
-0.43443906, 1.40815725, -0.23000091, -0.48284303, -1.24864739, 0.26993653
0.49881479, -1.27307996, 0.28251644, -1.00332916, -0.91276902, 0.41729985
-0.02179148, -0.15151831, -0.91988391, 0.00573382, -0.3896652, -0.12423929
0.03418897, -0.1176807, -1.44919717, -0.33708751, 1.81649744, -1.00194845
0.50898031, -0.25061451, -0.38852662, -0.72289452, -0.41418687, -0.02738129
0.45951171, -1.11829004, -0.45167889, 2.31036984, -0.04520204, -0.44032913
0.15566419, -0.52773316, -1.17105825, -1.11953964, -0.5740014, 1.13021342
-0.31589252, 1.61305399, 1.03280109, 0.60115762, 0.87820321, 0.72071377
-0.21589584, -0.77844715, -1.13532748, -0.26185486, 0.81202656, -0.31675943
-0.46808901, -0.63553554, 0.10664742, -1.26956063, -0.82896036, -0.46196237
-0.74369491, 0.49431065, -0.67944853, 1.41047621, -0.83178747, -0.43105129
-0.84441785, 0.24998104, -0.90778536, 0.56752705, -0.30755131, 1.3020181
1.24126271, -1.07165557, -0.64369401, 0.11044765, 0.9134492, 0.5247386
-0.25315701, -0.83041376, -0.29688822, -0.23547454, -0.32339347, -0.20315979
0.1985853, 1.46855151, 0.57473378, -0.4902873, 0.79388762, -0.50437656
0.68298919, -0.69630499, -0.39956195, -0.19234191, -0.73520054, 0.30126625
-1.05359988, -1.10083594, 0.25427953, -0.49014148, -0.13870715, -0.74786855
0.96157809, -0.52526252, 0.63430494, -0.24297258, 1.60421147, 0.70336462
0.74866273, -0.65584473, 0.7736327, -1.13457948, 1.52921743, 0.28074795
-0.85187765, -1.43574539, -0.38694927, -1.94651131, -0.49773985, -1.37263151
1.36302337, 0.11432554, 1.0082108, -0.54735167, -1.10794465, 0.10270962
0.90073609, 0.25111599, 1.20671541, -0.15383614, -0.12224019, 0.70192491
1.19054851, -0.52111952, -1.94813974, 0.68236927, -0.82813963, 0.18567254
-0.81820407, -0.79056189, 0.07265218, -0.4547951, 1.28038497, 1.48512844
2.07965822, -0.46150077, 0.70716949, 0.27613758, 1.01696664, -0.57125564
-0.04720085, 0.14334172, -0.38029068, 0.48567174, -0.04855478, -0.7209878
-1.05571146, 1.62239175, -0.40019804, -1.19697646, 1.48132398, -1.91221766
0.26809613, -0.67166194, 0.57013252, -0.11583852, -0.03485053, 0.05145975
0.01731903, -0.49481823, 0.55208627, -0.42344931, 1.90249572, -0.21643849
-1.04212498, 0.80992278, 0.68764023, 0.2588489, -0.66599681, 0.47612134
0.03895261, -0.24560913, -1.98652555, 1.77126598, 0.01808705, 0.89223898
-0.67576332, 0.76580849, -0.06786024, 0.1359624, 1.35070716, -2.03184512
-1.02874824, -0.02329261, -1.53824486, 0.04057118, 2.40249513, -1.72649903
-0.54115652, -0.57501805, -0.11783362, 0.06088309, 0.95063666, 0.2256897
0.15455222, -0.01001134, 1.50291999, -0.58055643, -0.64250483, 0.34355273
0.5836027, 0.98641008, -0.73560251, -0.20338017, 1.09395374, -1.45622676
0.36985066, -0.67178428, -0.89333869, 0.09521761, 1.19374962, -0.32398025
-2.26204863, 0.24190759, -1.67629705, 0.52199676, 1.8497715, 0.70240929
-0.58412147, 2.31937075, 0.50540112, -1.01907461, -1.10869792, 0.33556136
-0.32668675, -0.9673326, -2.09167782, -0.11458525, 1.48423243, -1.74107767
-0.87530803, -0.81610293, -0.18307187, -0.35658803, 1.40958357, 0.41824699
0.83977723, -1.15483791, -1.21255182, 0.26474098, -0.67012339, -0.62728323
-0.28825556, 1.79643566, -0.75221336, 0.28916124, -0.75307598, -0.30649498
0.44886939, 0.39350259, 1.74525633, 2.19700445, -1.16587137, 0.64440235
-0.48217034, -2.71319624, 0.80450094, 0.136732, -0.18075525, -1.21220801
0.22231812, -0.26224909, -1.82061046, -0.84955295, 0.34180376, -0.27011323
-0.49241116, -0.08701524, -0.01770447, -0.43968913, 1.68503031, 0.36629277
1.09375997, 0.97153674, 1.29283355, 0.91154425, 0.09070462, -0.33750875
0.17135641, 0.41920902, -0.62071286, -0.89492315, -0.17669539, -0.32434379
0.91018417, -1.26893457, -0.28305561, -0.18246394, 1.41176254, -1.80474743
-1.32912785, -0.11888906, -0.07452461, -0.29438422, 0.18548542, -0.6634324
0.05685816, -1.15705927, -0.11536258, 1.57204817, -0.60943289, 1.09014172
-0.3967892, -0.8499041, 0.47128431, -0.7603847, 1.36751272, -0.19880531
-1.2231646, -1.46538032, 0.38812276, 1.34919358, 0.35760739, 1.39387695
-0.24686473, -0.08999459, -0.17355014, -0.94619341, -0.93487722, -1.21962887
0.99726295, -0.47999887, -0.0309267, 2.2407456, -0.03339705, 1.53418859
0.08896411, 1.42164446, 1.1686914, 1.14947357, -0.26951356, 0.78559489
-0.31819612, -0.30700359, -0.17175992, 0.89191292, -2.18038782, -0.05086756
0.00988675, -1.23646705, -0.09393225, -0.43644286, -0.17171719, -1.46214758
0.11957335, 0.55952174, -1.00531315, -1.46035939, -0.67753259, -0.2598465
-0.42621139, 0.11207676, -1.17819922, -0.17933852, 0.76044939, 0.09427248
-0.33149087, 0.47762409, 1.58605497, 0.13462665, -0.81870513, 1.42438726
-0.25304456, 0.04520168, -1.50754752, -1.99947137, -1.61620757, -0.12139438
-0.23091993, 0.38715386, 1.29891587, 0.25867008, -0.56704251, 1.11138534
-0.2202741, -1.12477861, -2.44237772, -0.4128161, 0.21083295, -0.71733148
1.91581761, -0.39245345, 1.18483339, -1.18238142, -0.55970515, -0.22417861
-1.04930574, -1.09204523, -1.6667001, -0.43863868, -1.17405593, -0.16509872
-0.49530248, -1.51559656, 0.28252222, 0.19506768, -0.71277647, 0.14493518
-1.28676264, 1.77514744, 0.11152724, -0.06359449, -0.48378776, -1.09772139
-1.08016297, -1.56524339, 0.73635802, -0.66992973, -0.21872085, -0.23852609
-1.03892648, 0.37310948, 1.42615859, 0.77709162, 0.0179583, -0.44033303
0.37885817, -0.37093449, 0.02204509, 0.36233995, 0.1332871, 1.34205952
-2.09439099, -0.59311465, -0.46146995, 0.8762613, -1.14687177, -0.21109417
-0.67200218, 1.72482728, 0.74770968, -0.75443314, 0.48074218, -0.67731269
1.68950975, 0.12077622, 0.71067011, 1.02057651, 0.03755572, 0.71513193
0.40790058, -0.26706935, -0.54111386, -0.05589256, 1.10380195, 1.49693185
-0.04153109, -0.78638867, -1.8947989, -0.67124273, -0.4546471, 0.09582893
-0.88592782, 1.81120491, 0.63709829, -0.36019635, -0.604608, -1.01425957
1.89794453, -0.75121315, 0.81154927, -0.75074046, 0.23249635, -0.08763927
-0.75470513, 0.6196892, 1.53182433, -1.87321517, -0.33780113, 2.13479305
-0.04319583, -0.29397187, -0.11573044, -0.74636657, 0.19305309, 0.05906558
-0.29518207, -0.42538948, -0.93428147, -0.77434609, 1.77463709, 0.47483263
-0.53091762, 0.89197379, 0.12017473, -0.37281146, 1.43222343, -0.23497087
1.57513853, -1.26871637, 0.44153781, -0.27003394, 0.04597078, -0.2370362
-0.2743918, -1.19843753, -0.01727148, -0.8469851, -1.48275416, -0.43268596
0.40696502, -0.01270945, -0.65152626, 1.04310981, -0.75462413, -0.01986588
1.10566306, -0.27266011, 0.47930594, -0.13518923, 1.89113929, -0.37971929
-0.37490861, 1.31109278, 1.58191623, -1.22920824, -1.13137876, -0.11098523
-0.47248898, 0.00584032, -1.30450079, -0.15622849, 1.57791806, -1.01782008
0.24466647, -1.45712838, 0.41255485, 0.14458139, 2.22027496, -0.17693419
0.55131835, -0.70452159, -0.54351089, 0.726121, -0.76826048, 0.3441986
0.00375979, 1.3650083, -0.58052366, 2.56837482, -0.75869841, 0.13653549
1.15494825, -0.2516123, 0.56119996, 0.70106773, -1.49627012, -0.57086855
-0.18800179, -1.5968897, 0.69806635, -0.29581987, 1.7015073, -0.78066244
-1.2402106, 0.27593326, 0.86893531, -1.53933862, -0.15221744, 0.28443265
-0.69096196, -0.61610327, -1.00776787, 1.00787136, -0.43294719, 0.54344392
0.44737915, -0.56441221, -1.63027943, -0.19910976, 1.5476415, -0.31133541
0.61157053, -0.41643522, -0.37165501, -1.37120488, -0.94734273, -0.85184201
0.68577248, -0.74348486, -0.59310995, 0.85346925, -0.17288495, 0.18108823
0.70811545, 0.48931167, 1.1938422, 0.16292055, 1.11497357, 0.63554756
1.15634082, -0.53339186, 0.52306975, -0.33968607, 0.34221997, -0.62861024
-0.19315279, 2.0638264, -0.7303913, 0.29084018, 0.75279968, 0.86703026
-0.12991184, -1.56175382, 0.03290897, -0.94177021, 1.04021123, -2.41154067
-0.99407308, -0.5084358, 0.78592483, -0.45565671, -0.07553199, -0.17467707
-0.03604042, -1.02184445, -0.03990743, 0.25074708, 0.11515975, -0.90955249
0.67046289, -0.69104799, 0.36903595, 2.5022974, -0.62113374, 1.37240938
-0.43074307, 1.72781833, -0.80828482, -0.84174948, -1.45873613, 1.51675567
-1.38678269, 0.76319178, 1.06856681, 1.74959623, -0.40447978, -1.24544433
-0.38056615, 1.40830942, 1.05226186, 0.04761374, -0.99479932, 3.16126644
-0.11365355, -0.15899095, 0.54661729, -0.7324603, -1.19938512, 0.03080123
-0.79354701, -0.43590694, -0.01398609, -0.39328916, 0.64910234, 0.09126054
-2.08723177, -2.78330324, 1.41333619, 0.98714502, -0.93492646, -0.69657864
-1.27661787, -0.7983416, -1.36713806, 2.89739099, 0.06905915, -0.85748619
-0.53467976, -0.69955217, -0.4016601, -0.96594407, 0.04986735, 1.1685112
-0.8390439, 1.71388257, 0.803671, 0.33451483, -1.42733295, -0.55070526
1.53554939, 0.18792831, -1.42153075, -0.37497022, 0.74606768, 0.12698536
0.84051463, -0.19278718, -0.28754891, -0.55244889, 1.61484535, -0.53248325
1.17820539, 0.82072542, 0.9830672, 0.43876119, 1.11114064, 0.39747271
1.00198908, -0.31638063, 1.27566781, -0.49976905, 1.43269518, -0.21512898
1.42563991, 1.17634089, 0.03713558, -0.61859918, 2.17127086, 0.00165633
-0.23775369, 0.01016286, 0.47842847, 0.51683501, 1.63524036, 0.4946934
-0.05437572, 0.47985684, 1.49180663, -0.18984495, 0.23015465, -0.44863123
0.65895621, -0.37765771, -1.84978832, -0.32642471, 0.7571069, 0.06256653
0.67740276, -0.56104707, -2.70402665, 1.30601354, -1.30542296, -0.10032862
0.55965077, -0.74506969, -0.38587594, 1.28697017, -0.87454939, 0.19964078
-0.56165285, 1.76542527, 0.93844254, 0.77837856, 1.5158918, -0.62277169
0.11965558, 1.29732487, 0.65893946, 1.26393627, -0.44794394, -0.58290899
-1.20571372, 2.15183132, 0.35479246, 1.62609039, 0.34109435, 0.25020473
-0.00214453, -0.27348228, 1.60977525, -0.09333567, 2.38527919, 0.68892115
-0.99775561, -0.6952334, -0.30658946, 0.95747961, -0.48575525, 1.21310857
-0.95450011, 1.13367224, 1.88040802, -0.54522785, 0.23088914, 1.86847726
-0.43049759, -0.04880211, 0.18280953, -1.17059353, 0.57699743, 0.2817188
0.6590485, -0.92628688, 0.64984105, 0.31664249, -1.27558926, -1.45534119
2.72817752, 0.59846772, 0.79971249, -0.9429482, -0.78873271, 2.74229213
-0.62699958, -0.34418742, -1.63059218, 1.56206477, -0.14272764, 0.03292291
2.6263972, -1.95627954, -1.19036598, -0.65429876, 0.59934283, 0.44936953
1.14924647, -1.02650251, -0.68524637, 0.50930506, -1.4472663, 0.20663591
-0.69292927, -0.47295969, 0.49689774, -1.13917729, 0.70745827, -0.79839245
0.38711012, -0.72015285, 0.08780705, 0.3258518, 1.69744126, -0.16729441
-0.34519939, -1.44201815, -0.13065039, -0.76460965, -0.5502339, 0.85351367
-0.5972748, 1.24535776, -0.72782844, 0.17020265, 1.53975984, 0.36856862
-0.0931303, 0.43732877, 1.12937147, 2.24854727, 0.10103194, -0.34656112
1.60689725, -0.20878365, 0.7372909, 0.39627056, 1.67475599, -0.81910953
-0.4688289, 0.93211769, 0.74523403, -0.2500447, 0.07658176, 0.12329435
-1.21798116, 1.76237194, 0.86202533, -0.70246779, -0.29934869, -0.10098997
0.84493063, -0.55040542, -1.99483214, 1.8308538, -0.43734403, 0.85551427
1.17222623, -0.7224697, 0.76703185, 0.0367496, 0.50467351, -0.23366218
1.0127833, 0.07751173, 0.94679163, 0.15318614, 1.12411557, 0.58458627
0.63186619, -0.03561306, 0.75289444, -0.17381246, 0.50921602, -0.65278282
-0.81388037, 1.23369885, -0.01554873, -0.85101516, -0.017318, -0.28673058
0.5113545, -0.30973204, 0.96056002, -0.04766165, 1.03819707, 1.72226746
-0.36895351, 0.27097807, 0.19047996, 0.87300887, -1.41748496, 2.89238524
1.0988944, 0.2514045, -1.60267269, 0.8192097, -0.44932825, 0.88985641
0.20742938, 0.639192, -0.40325848, -0.15019596, -0.2471682, -1.41204581
-0.44612922, 1.55076806, -0.64138541, -1.09708941, -1.90607845, -0.12798489
-0.83223114, 0.64466276, -1.37692982, -0.78898372, 0.01300023, -0.34431422
-0.24188892, 1.94483313, -0.23364912, -0.64795092, -0.86039704, 0.43047872
-0.61035585, 0.58785227, 1.94314854, -0.9603029, 1.35602343, -1.51999379
0.06372134, 1.65921339, 0.09207887, -0.98837571, -0.40361911, 2.0688094
-0.23747019, -0.96309255, 0.25549331, 0.29392599, 1.76004781, -0.57882843
1.35412331, 0.4012007, 0.96910858, 0.52779754, 1.50814684, 0.04076836
0.3548744, -0.83934866, -0.16934392, -1.07545314, -1.05131258, 0.72487297
0.86407746, 0.04527398, -0.81424874, 0.0440005, 1.71138419, 1.64756769
-0.4837254, 0.58300032, 0.60948792, 0.14539344, 0.27511421, -0.72625302
-1.15306673, 2.22936804, 0.5778534, -0.32155968, -0.4330598, -0.18883943
-2.2274435, 3.60292252, 1.63269678, -1.27876127, 0.17899212, -1.67022135
0.22927651, 0.57852253, -0.93130266, 1.25081581, 0.08296531, 0.82773965
1.24837626, -0.52398477, -1.27347346, -0.10100936, 1.77310282, -0.626314
0.96193106, -0.56950817, 0.79084202, 0.95921196, 0.16608137, 0.4385718
-0.10978043, 0.76523816, -1.53439526, -0.07180445, 0.04775168, 1.17662182
1.65110322, -0.4590298, -1.67544418, 0.18860486, 1.40461138, 0.83131383
0.65873675, -1.16036742, 0.86353673, 0.0320453, -0.56742098, 2.52387813
-1.56758832, 0.73030732, -0.02864476, -0.06249573, -1.13421603, 2.33235859
-1.15890324, -0.80046474, -1.7729538, -1.38648863, -0.50789317, 2.85348184
0.35270979, 0.83247712, 1.42999159, -0.80133771, -0.39825148, 0.02157332
-1.50235085, 0.13366844, -1.1373043, 0.50518178, 2.08738231, -1.77792504
0.80485407, 0.39767305, 1.39689996, -0.4091948, 0.86221647, -0.94560558
0.84102063, 0.15122025, -0.92544026, 2.01608194, -0.18017201, 1.34514078
0.72311677, -0.53361618, 1.20323735, 0.82725331, -0.92912578, 0.83843445
-1.19573304, 1.1509246, 0.58107863, 0.74354996, 0.13321667, 1.75815986
-1.04220287, 1.21081238, -0.25353541, 2.37288482, -0.57702902, -0.04601235
0.15426971, 0.74203032, 1.48914448, 1.68108951, -0.20973754, 0.38937972
-0.90838496, -0.20899337, 0.06913444, -1.40940829, -0.64542312, 2.88179918
-0.11065608, -1.80547216, 0.18017898, -1.01615619, -0.65964585, 2.11138533
-4.20690396, -4.43028574, -3.59417431, -0.27400628, 1.0596967, -1.32733051
0.53157697, -0.72637483, -1.403768, -0.48119203, 0.31295515, 0.58549162
0.37228979, -0.89049367, -0.4368866, -1.02546229, -0.30611712, -0.56289127
0.28729331, -1.49750945, -0.04738068, 0.04119103, 1.89906189, 1.61772446
0.9809753, 1.11311033, -1.36627477, -0.06181639, 1.57872265, -0.99657358
0.87189279, -0.30195701, 0.672151, -0.62814246, 1.72912526, 0.73899836
0.04057954, -2.28539031, -0.22641715, -1.06742348, -0.62117174, 0.01804653
0.77805485, 1.11674062, 1.05292343, -1.70846529, -0.37031579, -0.56538607
0.54496423, -0.07647777, 1.87078746, 0.7557349, 1.07129017, -0.04168322
-0.69760721, -0.25769209, 0.68581512, -1.6869646, 0.0252437, 0.07433417
0.28026186, -1.05694362, -0.23790566, 0.79371202, -0.67947545, -0.92572941
-0.84704581, -1.02169405, -0.68967196, 1.81995333, -0.18229917, 0.93329681
1.35719663, -0.60131248, 1.15232694, -0.48686412, -0.35991871, 1.00177946
-0.65738098, 0.70193938, 0.62071537, 0.60859129, -1.06778387, -0.70382591
-1.88676435, -0.24729239, -1.30463285, -1.36107173, -1.17812334, -0.96328623
-2.23990482, 1.03878187, -0.52998613, -1.24242648, -0.09328317, -0.18777568
0.4821606, 1.17791958, 1.64909014, -0.39387999, 0.20409951, -0.28503036
1.82307681, -0.57892467, 0.4632095, -1.2987263, 0.17803586, 1.8147189
0.42499707, 1.3277183, 1.67787894, -0.2235895, 0.20655705, 1.21945093
0.66854278, -0.2472538, 1.67195029, 1.55417391, -0.60839281, 0.45185586
0.96364849, 0.22432202, -2.12324377, -0.15884135, -1.11236485, 0.90437799
-0.72391763, 1.4567479, 0.21516977, 0.76962999, 0.07436741, 2.07913744
-0.87040006, 0.77617042, -0.94017636, 1.31378346, -0.3267348, 0.07323619
-0.19405788, 0.87710674, -1.0746041, -0.29242304, 0.81742338, 0.20507078
0.799389, -0.68563232, 0.90024745, -1.86385129, -1.65738407, -0.37307766
