@relation trainset
@attribute Z1 real
@attribute Y1 real
@attribute X1 real
@attribute Z2 real
@attribute Y2 real
@attribute X2 real
@data
0.32723978, -0.57932217, -0.55105738, -1.06401214, 0.94906679, -1.33081004
-0.58798199, -0.41901191, 0.22178993, -0.93255575, -0.42870638, -1.32612543
-1.79578908, -0.8144546, 1.02158916, -0.40830739, -1.212134, -1.3411855
0.01221315, -1.49741355, 1.16961548, 0.69403235, -0.33243434, -0.68967235
0.23484037, -1.50155273, 0.63137603, 0.4223352, -0.40284578, -1.4797068
-2.03313243, -1.60368867, 0.05593124, -0.2991955, -0.49996871, -1.44384845
-0.7163439, -1.5755469, -0.84208767, -0.07386371, 0.46440969, 0.04119315
-0.42376028, -1.01040017, -1.22187772, -0.82807238, 1.05014604, -1.77322539
-2.44345569, -1.07217833, 0.34675255, -0.36381955, 2.49008206, -1.73550676
-2.7890795, -0.18601548, 1.10294055, -0.63218077, 1.36277779, -1.11438417
-2.75238654, 1.36101845, 0.21982997, -1.21745776, 0.35986242, -1.65395564
-2.88518827, 0.26953765, 0.630514, -0.62802992, -0.29235256, -1.00992871
-1.94819077, -0.72928703, 1.06975407, -0.8633763, -1.28063935, -0.82041344
0.53370588, -0.31320168, 0.62920043, 0.00011158, 0.15569505, -0.67440724
0.85501564, 0.45010475, -0.43320456, 0.12672235, 1.19955791, -2.63746364
-0.26999077, 0.3331756, -2.21245568, 0.29960497, -0.99960625, -1.16937251
0.41103832, -0.99342838, -2.04233092, -0.54747155, -0.32544459, -1.08795421
0.82809238, -0.64311551, -1.62331806, -0.51697723, 1.75861682, -2.6115877
-0.51878293, 0.91335634, -1.27330697, -0.24547175, 0.79339075, -1.11398712
-1.05571146, 1.62239175, -0.40019804, -1.19697646, 1.48132398, -1.91221766
-0.87144616, 0.32246942, -0.10700483, -0.51415152, 1.24355906, -1.46629993
-0.84249137, -0.46278393, 0.80987517, -1.13013222, 0.46359629, -1.30777077
-0.12915726, -0.05500724, 1.21941444, -0.53657013, -0.77710802, -1.54114629
-0.04886939, 0.08206305, 1.43714476, -0.47759113, -1.01203414, -1.37802845
-0.17493149, 0.44040589, 1.65243949, -0.03821291, 0.61001927, -0.8384961
-1.66915836, 0.28817907, 1.51364311, 0.33823118, 0.38600838, -1.24609718
-2.83578508, 0.46338753, 1.4711749, -0.4585561, -0.2190472, -1.42523868
-1.7070995, 1.57743816, 0.93959149, -0.13927279, 0.26765605, -0.84652958
-1.04178798, 1.91305366, 0.1857601, -0.65058533, 1.29865829, -1.91302187
-1.81631646, -0.21816778, 0.2886362, -0.22295282, 1.4261325, -1.44935322
-1.22963022, -1.02964041, -0.41862831, -0.6065056, 1.43192035, -1.49140957
0.31275709, -0.46900675, -1.02358292, -1.16825862, 0.83481447, -1.38801304
1.78614176, -0.59087011, -0.96459922, -0.83301416, 0.03247039, -0.81301896
1.98483712, -0.3467347, -1.9820349, -1.14492125, -0.52496817, -0.85750493
0.85609647, 0.03455358, -1.67901675, -1.2191959, -1.01519437, -1.02081538
1.69952314, 0.75338586, -1.22141414, 0.15301059, -0.07123948, -1.0730641
0.14459652, 1.11945667, -0.67229553, 1.04419738, 0.08130851, -1.52343456
-1.57532958, 0.97928741, -0.02305372, -0.12088502, -1.17237029, -1.31872575
-1.32503896, -0.45867764, 0.03616209, -0.58362698, 0.86651209, -1.1290641
-1.02459776, -0.1624811, 0.51391875, -0.66368201, 1.62257913, -1.93685334
0.23527302, 0.5829501, 1.18073714, -0.72091461, 1.09532764, -1.27124172
-0.51243194, -0.06049485, 1.58756277, -0.57703873, 2.15179757, -1.81891471
-1.60913417, -0.23764063, 1.48227734, -1.03369389, 0.97689001, -1.67440167
-2.14906782, 0.53322125, 1.57050685, -0.67858229, -0.3760067, -1.05470993
-1.87915757, 2.01579481, 1.19226025, -1.09109586, -1.43380137, -0.99181976
-1.17659225, 1.62369198, 0.94986335, -1.09761473, -0.34525281, -1.42795893
-1.13928111, 0.77814235, 0.34533877, 0.94273217, 0.20985486, -1.81126034
-0.3603494, -0.84160427, -0.06014058, 0.10794991, 0.4128845, -1.36884188
-0.00106725, -0.90073132, -0.37874626, -0.54046606, -0.66465019, -2.14123251
-0.16365434, -0.29837789, -1.3830443, -0.14391898, -0.19607151, -0.60866708
0.44895139, -0.7475761, -1.60861048, -0.58115424, 2.59583675, -1.77902099
1.13761958, -0.20487175, -1.76835127, -0.55027711, 1.77672261, -2.54821303
0.79469132, -0.44824179, -1.84450391, -1.51576752, 1.43532582, -0.52667758
0.69748107, 0.55542473, -1.36121627, -0.75135548, 0.04795191, -0.6240326
-0.43711608, 1.72510234, -0.61016075, -0.77534181, -0.35503544, -0.41143024
-1.56419359, 1.0491552, -0.18073906, -1.59060131, -0.45682799, -2.29180773
-0.79930908, -0.31655254, 0.28956445, -0.70812494, 0.00646373, -1.39505929
-0.30739451, -0.52522435, 0.78884538, 0.2328492, 0.16787126, 0.53234697
0.65285208, 0.18155493, 1.19705243, 0.73417511, -0.89725588, -1.22934189
0.60980702, 0.17418192, 1.5949693, 0.19385375, -0.29123841, -2.0483059
-1.08036886, -0.08570848, 1.62186469, -0.38497765, 0.40224496, -0.82985603
-2.70040356, 0.68280569, 1.55212512, -0.68308219, 1.91380385, -0.63378681
-2.18880369, 1.55388554, 0.95579718, -0.57235332, 2.09814499, -1.64333729
-1.04447884, 1.43890281, 0.3214614, -0.81456996, 1.73779391, -2.2481965
-1.81828818, 1.04269902, 0.47378621, -0.73805855, 0.17478256, -2.09927633
-1.09971433, -0.8447582, 0.19129809, -0.86040998, -1.24567892, -1.16381921
0.4118766, -1.24801829, -0.4941914, -1.53958472, -0.38876089, -0.9858049
0.91218954, -0.72902935, -0.99991387, -0.50704744, 0.23423481, -1.03640963
0.97038621, -0.59440122, -1.63293388, 1.03208084, -0.47362421, -1.85127649
0.91462939, 0.02854284, -1.57177548, -0.08305154, -0.31917906, -1.10379579
1.06442904, -0.16265303, -1.46967064, -0.44036953, 0.05438476, -0.44994346
0.4011966, 0.89422657, -1.10269395, -0.13060404, 0.64349647, -1.11591021
-0.78309767, 1.49108055, -0.35102272, -0.37224495, 2.40066728, -2.10297865
-1.70854356, 0.16871718, 0.28321599, -0.17643078, 1.9881352, -1.51845619
-1.58656193, -1.32240403, 0.70928051, -1.34946418, 0.76920021, -0.13861431
-0.46190129, -1.41572666, 0.5272374, -0.73532406, -0.34136556, -0.65335256
0.57102174, -0.37842607, 0.9057507, -1.33245245, -0.47363903, -0.76178534
0.43254625, 0.39973559, 1.33926122, -1.17581338, -0.51761606, -1.52096731
-1.05011633, 0.44878423, 1.51895274, 0.78376513, -0.45539255, -0.39186591
-2.22420405, 0.22427876, 1.19070875, 0.66454922, -0.01569578, -0.98266048
-2.00692967, 1.00404254, 0.61031931, 0.27558505, -0.37533672, -2.0088344
-1.21680837, 1.32010345, 0.59868928, -0.71730611, 1.10844597, -1.05914597
-1.26746686, -0.0039598, 0.30411057, -0.76341255, 1.44061337, -1.13706578
-0.80680468, -1.36045282, -0.00421949, -0.64252602, 1.36860698, -1.37062497
0.52551386, -1.39280626, -0.27389754, -0.74480126, 1.75201073, -2.28908153
1.2250976, -1.11361937, -0.94318499, -0.73390764, 0.20903328, -1.76685218
1.07867219, -0.61683945, -1.53841952, -0.88265193, -0.934108, -1.56647591
0.26308758, -0.10791176, -1.46416881, -1.19530928, -1.13538548, -0.82373171
0.08232319, -0.41336241, -1.42962631, -0.3721916, 0.53033486, -0.54175157
-0.1372866, 0.29500845, -1.21279044, 0.82427958, 0.42864144, -1.81390935
-1.22464627, 1.17030423, -0.41450044, -0.38622475, -0.4526735, -1.51511843
-1.50264921, 0.45946571, -0.12604048, -0.28592469, 0.00417265, -0.55000633
-0.8366175, -0.57623254, 0.15326685, -0.08710164, 0.53353694, -0.68708366
-0.34578293, -0.97849552, 0.76229831, -0.50725079, 2.529735, -2.15149791
0.48605741, -0.5368003, 1.06513158, -0.21011937, 1.96579299, -1.37177634
0.82601322, 0.27403686, 1.13485433, -1.08895916, 0.55484138, -0.58531156
-0.26647403, 0.40068007, 1.59720653, -0.79121911, -0.27014984, -1.01142371
-1.90980686, -0.02371028, 1.87399194, -1.04951518, -0.44365024, -1.09824058
-2.26282915, 0.18888967, 1.1544238, -0.90708919, 0.3137811, -1.68998305
-0.81364608, 1.55559503, 0.53228431, 1.0400493, -0.67966677, -0.68026532
-1.29107918, 1.73188332, 0.25972402, 0.65323195, -0.28163143, -0.85572543
-1.79689983, -0.61338458, 0.08615241, -0.06062506, -0.03827028, -1.26859017
0.05402237, -1.45445442, -0.16481715, -0.02348538, -0.34211379, -1.16148521
0.69576578, -0.87190336, -0.84896632, -0.80163657, 1.73940496, -1.43220132
0.22151306, -0.58470638, -1.39402904, -0.76054473, 2.04172767, -1.42479875
-0.28836862, -0.54503208, -1.69084811, -0.84835698, 1.44276576, -2.39454888
-0.0166437, -0.85842231, -1.82526924, -1.00197288, 1.02105882, -1.64163283
0.30788395, -0.21050741, -1.58268295, -0.56840999, -0.64340541, -1.17557388
-0.93369441, 0.84080362, -0.8358659, -1.53568799, -0.80851349, -0.86266787
-1.38919102, 1.37578319, -0.48948821, -0.56551234, -0.01393171, -0.98516861
-0.66323945, -0.24278031, -0.10784434, 1.91452081, -0.23524683, -1.47606916
-0.40383093, -0.78433111, 0.72200255, 0.49612242, -0.32164021, -1.0510881
0.08581189, -0.12851456, 0.89652833, -0.40843879, -0.05202441, -1.7693108
0.65715078, 0.46438365, 1.18985771, 0.28021698, -0.17887241, -0.41197658
-0.12976395, 0.78693969, 1.69692627, -0.92711809, 2.10014974, -1.83462166
-2.01980244, -0.06712551, 1.78354178, 0.01882921, 2.61373352, -2.30539128
-2.85225997, 0.8018807, 1.33806147, -0.55117518, 0.87447683, -0.21444942
-2.11933187, 1.30753177, 0.77901779, -1.27749155, 0.46880832, -1.34742757
-1.87775409, 1.12940622, 0.42152229, -0.52128136, -0.42519689, -0.61834768
-0.96443509, -0.75589459, 0.43494241, -1.07228236, -0.81175176, -0.8561151
0.31816399, -0.95889052, -0.02511864, 0.17569921, 0.12909159, -0.71589263
0.54514227, -0.22399303, -0.80260863, 0.22154578, 0.84273703, -0.73827444
0.80067621, -1.00341131, -1.29897048, 0.70014712, -1.14605255, -1.04171801
0.46609079, -0.15663679, -1.88287096, 0.09177868, 0.34117532, -1.44025955
0.19879294, -0.39415861, -1.65004429, -0.79294771, 1.55999552, -2.33245505
0.095045, -0.18879701, -1.54912844, -0.50756428, 1.27927238, -1.66533515
-0.47764691, 0.19173074, -1.0590685, -0.98233994, 2.15120462, -2.39149819
-1.12360928, 1.10117266, -0.42322561, -0.73983421, 0.80058379, -1.8280578
-1.0053967, 0.40136122, 0.02059746, -0.75756713, -0.04023305, -0.95810947
-0.78435131, -1.03902793, 0.76490773, -1.07474288, -2.00844398, -0.42911209
-0.29848996, -0.32062056, 0.92206273, -0.87748786, -0.53271657, -1.24246799
0.19209552, 0.12028957, 1.1836438, 1.46953596, 0.26419617, -1.37371914
-0.37185734, 0.60485411, 1.45565273, 0.69641487, -0.52420709, -1.22659735
-0.97903083, 0.13470559, 1.47830171, -0.31379176, 0.019338, -1.68759337
-2.37105165, 0.29413521, 1.168936, -0.02546367, -0.32561573, 0.00739119
-2.33444457, 1.53709026, 0.87976655, -0.66379304, 1.62749001, -1.57184969
-1.15435435, 1.25911193, 0.46702807, 0.21972742, 2.60665111, -2.40920033
-1.03021117, -1.13953283, 0.17240481, -0.83138192, 1.68479953, -1.26133205
-0.17166923, -1.67362698, -0.07311641, -0.99884934, 0.60876288, -0.85925051
0.22576816, -0.71951575, -0.47218483, -0.41924722, -0.03768514, 0.21990215
0.18932224, -0.21158281, -1.031342, -0.60290301, -0.61396062, -0.67725927
0.79327796, -0.0140482, -1.63718104, -0.33496141, -0.46970098, -1.37987849
1.16238296, -1.02682708, -1.77738971, 0.56059665, -0.09081098, -1.22913923
