time,seconds_elapsed,z,y,x
1702684529357220600,0.039220703125,-0.02669999934732914,-0.536300003528595,0.1761000007390976
1702684529417219000,0.099218994140625,-0.149399995803833,0.023799998685717583,-0.042399998754262924
1702684529477219000,0.159218994140625,-0.14479999244213104,0.1305999904870987,-0.041200000792741776
1702684529537219000,0.219218994140625,-0.11889999359846115,-0.16290000081062317,0.1842999905347824
1702684529597219000,0.279218994140625,-0.036399997770786285,-0.042899999767541885,0.03529999777674675
1702684529657219000,0.339218994140625,-0.4672999978065491,-0.11089999973773956,-0.054099999368190765
1702684529717219000,0.399218994140625,0.275299996137619,0.16619999706745148,-0.09179999679327011
1702684529777219000,0.459218994140625,0.42409998178482056,0.4673999845981598,-0.3967999815940857
1702684529837219000,0.519218994140625,-0.1776999980211258,-0.011699999682605267,-0.40070000290870667
1702684529897219000,0.579218994140625,0.1647000014781952,-0.17989999055862427,0.7471999526023865
1702684529957242600,0.63924267578125,-0.055299997329711914,-0.24959999322891235,-0.4672999978065491
1702684530017219000,0.699218994140625,-0.16210000216960907,-0.009499999694526196,-0.15839999914169312
1702684530077219000,0.759218994140625,-0.2523999810218811,0.2533999979496002,0.10040000081062317
1702684530137219000,0.819218994140625,-0.3861999809741974,0.13699999451637268,0.26659998297691345
1702684530197219000,0.879218994140625,-0.1800999939441681,0.02319999970495701,-0.041600000113248825
1702684530257219000,0.939218994140625,-0.25920000672340393,0.09479999542236328,-0.10369999706745148
1702684530317219000,0.999218994140625,0.004399999976158142,-0.16979999840259552,-0.12770000100135803
1702684530377219000,1.059218994140625,1.1134999990463257,-0.07699999958276749,-0.0616999976336956
1702684530437219000,1.119218994140625,-0.4465000033378601,-0.1021999940276146,0.3400999903678894
1702684530497219000,1.179218994140625,0.702299952507019,1.1739000082015991,0.34199997782707214
1702684530557219000,1.239218994140625,-0.07669999450445175,-0.955299973487854,-2.6175999641418457
1702684530617219000,1.299218994140625,-1.2311999797821045,-0.3335999846458435,-1.4149999618530273
1702684530677219000,1.359218994140625,-0.10489999502897263,0.4456999897956848,0.5338000059127808
1702684530737219000,1.419218994140625,0.026599999517202377,0.29159998893737793,0.262800008058548
1702684530797219000,1.479218994140625,0.39139997959136963,0.05009999871253967,0.5633999705314636
1702684530857219000,1.539218994140625,-0.013399999588727951,-0.25699999928474426,1.069700002670288
