time,seconds_elapsed,z,y,x
1702756073524605700,0.059605712890625,-0.28769999742507935,0.34439998865127563,0.125
1702756073584605700,0.119605712890625,-0.09309999644756317,-0.1251000016927719,0.09429999440908432
1702756073644605700,0.179605712890625,0.07029999792575836,-0.006000000052154064,0.042500000447034836
1702756073704605700,0.239605712890625,-0.05329999700188637,-0.042500000447034836,-0.07099999487400055
1702756073764605700,0.299605712890625,0.008100000210106373,0.02329999953508377,-0.10769999772310257
1702756073824605700,0.359605712890625,-0.1436000019311905,-0.018199998885393143,-0.22619999945163727
1702756073884605700,0.419605712890625,-0.14339999854564667,0.018799999728798866,-0.22010000050067902
1702756073944605700,0.479605712890625,-0.039400000125169754,0.02199999988079071,-0.020999999716877937
1702756074004605700,0.539605712890625,0.13169999420642853,0.07329999655485153,0.13099999725818634
1702756074064605700,0.599605712890625,-0.05920000001788139,0.01119999960064888,0.056699998676776886
1702756074124605700,0.659605712890625,-0.04129999876022339,-0.0982000008225441,0.13609999418258667
1702756074184605700,0.719605712890625,0.07880000025033951,-0.023899998515844345,0.08959999680519104
1702756074244605700,0.779605712890625,0.0018999999156221747,0.0486999973654747,0.029500000178813934
1702756074304605700,0.839605712890625,0.06079999729990959,-0.010900000110268593,-0.021800000220537186
1702756074364605700,0.899605712890625,0.08269999921321869,0.055399999022483826,0.03399999812245369
1702756074424605700,0.959605712890625,0.06769999861717224,-0.15070000290870667,0.1021999940276146
1702756074484605700,1.019605712890625,-0.009499999694526196,0.02929999865591526,-0.017500000074505806
1702756074544605700,1.079605712890625,-0.3766999840736389,-0.36089998483657837,-0.1297999918460846
1702756074604605700,1.139605712890625,-0.07129999995231628,0.06830000132322311,0.29429998993873596
1702756074664605700,1.199605712890625,-0.033299997448921204,0.12139999866485596,0.352400004863739
1702756074724605700,1.259605712890625,-0.37549999356269836,0.0010999999940395355,0.15549999475479126
1702756074784605700,1.319605712890625,-0.22299998998641968,0.004399999976158142,0.02369999885559082
1702756074844605700,1.379605712890625,0.2313999980688095,0.05929999798536301,0.017400000244379044
1702756074904605700,1.439605712890625,0.07479999959468842,0.03009999915957451,-0.121799997985363
1702756074964605700,1.499605712890625,-0.3790999948978424,0.03399999812245369,0.028299998492002487
1702756075024605700,1.559605712890625,-0.029500000178813934,0.014599999412894249,0.10359999537467957
1702756075084605700,1.619605712890625,-0.1662999987602234,-0.12690000236034393,-0.1680999994277954
1702756075144605700,1.679605712890625,-1.7882999181747437,-0.043299999088048935,-0.38009998202323914
1702756075204605700,1.739605712890625,0.7560999989509583,0.1297999918460846,-0.18949998915195465
1702756075264605700,1.799605712890625,-0.16849999129772186,-0.04039999842643738,0.1462000012397766
1702756075324605700,1.859605712890625,0.3000999987125397,0.0037999998312443495,0.3950999975204468
1702756075384605700,1.919605712890625,-0.21570000052452087,-0.10209999978542328,0.34689998626708984
1702756075444605700,1.979605712890625,-0.04879999905824661,0.006000000052154064,0.15299999713897705
1702756075504605700,2.039605712890625,0.09359999746084213,0.10520000010728836,0.08179999887943268
1702756075564605700,2.099605712890625,0.18060000240802765,0.1590999960899353,-0.2638999819755554
1702756075624605700,2.159605712890625,0.20009998977184296,-0.1768999993801117,-0.013399999588727951
1702756075684605700,2.219605712890625,-0.3253999948501587,-0.34209999442100525,-0.13750000298023224
1702756075744605700,2.279605712890625,-0.15729999542236328,0.11299999803304672,-0.008799999952316284
